state,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0
abia,0.125,0.14583333333333334,0.14285714285714285,0.14285714285714285,0.13095238095238096,0.05654761904761905,0.047619047619047616,0.0625,0.03869047619047619,0.023809523809523808,0.023809523809523808,0.011904761904761904,0.020833333333333332,0.017857142857142856,0.008928571428571428
anambra,0.1575,0.22333333333333333,0.17916666666666667,0.13583333333333333,0.10083333333333333,0.06583333333333333,0.03916666666666667,0.028333333333333332,0.015833333333333335,0.0125,0.0075,0.004166666666666667,0.010833333333333334,0.01,0.009166666666666667
ebonyi,0.1152542372881356,0.20677966101694914,0.11186440677966102,0.13898305084745763,0.11864406779661017,0.061016949152542375,0.04745762711864407,0.023728813559322035,0.02711864406779661,0.023728813559322035,0.023728813559322035,0.020338983050847456,0.03389830508474576,0.006779661016949152,0.04067796610169491
enugu,0.09985096870342772,0.17138599105812222,0.16095380029806258,0.14307004470938897,0.11922503725782414,0.08643815201192251,0.07004470938897168,0.037257824143070044,0.026825633383010434,0.02384500745156483,0.010432190760059613,0.01788375558867362,0.01639344262295082,0.010432190760059613,0.005961251862891207
imo,0.19469026548672566,0.2182890855457227,0.12979351032448377,0.13569321533923304,0.10029498525073746,0.05309734513274336,0.0471976401179941,0.02654867256637168,0.02064896755162242,0.02064896755162242,0.008849557522123894,0.008849557522123894,0.02359882005899705,0.008849557522123894,0.0029498525073746312
akwa ibom,0.17753623188405798,0.18478260869565216,0.14492753623188406,0.15217391304347827,0.12318840579710146,0.07246376811594203,0.051932367149758456,0.028985507246376812,0.012077294685990338,0.016908212560386472,0.008454106280193236,0.012077294685990338,0.006038647342995169,0.0024154589371980675,0.006038647342995169
bayelsa,0.12572254335260116,0.20953757225433525,0.15173410404624277,0.1199421965317919,0.09104046242774566,0.08526011560693642,0.05346820809248555,0.036127167630057806,0.031791907514450865,0.02167630057803468,0.02023121387283237,0.02167630057803468,0.015895953757225433,0.010115606936416185,0.005780346820809248
cross river,0.12142857142857143,0.13095238095238096,0.11666666666666667,0.13095238095238096,0.11190476190476191,0.09285714285714286,0.05476190476190476,0.0761904761904762,0.04285714285714286,0.03571428571428571,0.02857142857142857,0.01904761904761905,0.01904761904761905,0.002380952380952381,0.016666666666666666
delta,0.2010752688172043,0.20967741935483872,0.14086021505376345,0.13763440860215054,0.10967741935483871,0.05591397849462366,0.041935483870967745,0.03118279569892473,0.015053763440860216,0.015053763440860216,0.012903225806451613,0.008602150537634409,0.007526881720430108,0.005376344086021506,0.007526881720430108
edo,0.12828947368421054,0.17763157894736842,0.14473684210526316,0.09210526315789473,0.13157894736842105,0.12171052631578948,0.05263157894736842,0.03289473684210526,0.03289473684210526,0.013157894736842105,0.019736842105263157,0.01644736842105263,0.013157894736842105,0.009868421052631578,0.013157894736842105
rivers,0.17898832684824903,0.15369649805447472,0.14785992217898833,0.11867704280155641,0.10700389105058365,0.06809338521400778,0.05252918287937743,0.042801556420233464,0.021400778210116732,0.021400778210116732,0.011673151750972763,0.027237354085603113,0.01556420233463035,0.007782101167315175,0.02529182879377432
ekiti,0.13903743315508021,0.13903743315508021,0.0962566844919786,0.10160427807486631,0.0748663101604278,0.06951871657754011,0.0374331550802139,0.058823529411764705,0.03208556149732621,0.026737967914438502,0.06417112299465241,0.03208556149732621,0.03208556149732621,0.06951871657754011,0.026737967914438502
lagos,0.22085201793721973,0.22533632286995517,0.1984304932735426,0.11771300448430494,0.08071748878923767,0.0515695067264574,0.032511210762331835,0.016816143497757848,0.013452914798206279,0.011210762331838564,0.010089686098654708,0.004484304932735426,0.007847533632286996,0.0033632286995515697,0.005605381165919282
ogun,0.18930041152263374,0.21316872427983538,0.1646090534979424,0.1259259259259259,0.102880658436214,0.05102880658436214,0.04197530864197531,0.037037037037037035,0.022222222222222223,0.018930041152263374,0.007407407407407408,0.011522633744855968,0.006584362139917695,0.0032921810699588477,0.00411522633744856
ondo,0.18666666666666668,0.2,0.14933333333333335,0.11733333333333333,0.08266666666666667,0.056,0.034666666666666665,0.024,0.016,0.02666666666666667,0.018666666666666668,0.024,0.016,0.016,0.032
osun,0.11976047904191617,0.20359281437125748,0.1317365269461078,0.11976047904191617,0.0998003992015968,0.0998003992015968,0.05788423153692615,0.05588822355289421,0.017964071856287425,0.023952095808383235,0.013972055888223553,0.017964071856287425,0.017964071856287425,0.00998003992015968,0.00998003992015968
oyo,0.11962071480671042,0.19401896425966447,0.15536105032822758,0.1349380014587892,0.12691466083150985,0.07439824945295405,0.046681254558716266,0.0350109409190372,0.01312910284463895,0.023340627279358133,0.020423048869438368,0.024070021881838075,0.015317286652078774,0.005835156819839533,0.010940919037199124
